幸福食堂,吳興街48號,27373737
控肉飯,85,
排骨飯,85,
牛腩飯,90,
主廚私房菜,85,
脆皮雞錦飯,90,
end,,
果果富,吳興街58號,27375252
武昌排骨飯,85,
控肉飯,85,
炸蝦飯,90,
雞排飯,95,
牛腩飯,90,
鱈魚飯,95,
end,,
池上,無,27612778
香酥排骨飯,80,
香滷爌肉飯,80,
蝦排飯,85,
虱目魚肚飯,95,
正宗招牌飯,80,
黃金鱈魚排飯,90,
素食便當,85,
花枝排飯,85,
雞排飯,85,
香腸飯,85,
旗魚飯,90,
柳葉魚飯,90,
牛腩飯,95,
醉雞飯,95,
招牌飯特餐,115,
排骨飯特餐,115,
雞排飯特餐,125,
旗魚飯特餐,125,
花枝排飯特餐,125,
蝦排飯特餐,125,
冰島鱈魚特餐,125,
牛腩飯特餐,125,
醉雞飯特餐,130,
雞腿飯特餐,130,
虱目魚肚特餐,130,
end,,
